SMILES,density,melting,oxygen
*Oc1ccc(-c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.39,315.0,
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)O*)c1,,104.0,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,1.198,,
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,1.1215,,
*Oc1ccc(C(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,,
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)CCCCC2)cc1,,240.0,
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,,192.0,
*OC1C(C)(C)C(OC(=O)C2CCC(C(*)=O)CC2)C1(C)C,,,
*OC1C(C)(C)C(OC(=O)c2ccc(C(*)=O)cc2)C1(C)C,,,
*CCCCOC(=O)C1CCC(C(=O)O*)CC1,,167.0,
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,213.0,
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,135.0,
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,247.0,
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.329,206.0,
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,,,
*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,
*CC(C)(C)COC(=O)C1CCC(C(=O)O*)CC1,,,
*Oc1cc(CCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,
*Oc1cc(CCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,
*Oc1ccc(-c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,,,
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)O*)c1OCCCCC,,,
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(OCCCCC)c(C(=O)O*)c1,,,
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc(OCCCCC)cc(C(=O)O*)c1,,,
*Oc1ccc(Cc2ccc(OC(=O)c3cc(OCCCCC)cc(C(*)=O)c3)cc2)cc1,,254.0,
*Oc1c(-c2ccccc2)cc(-c2cc(-c3ccccc3)c(OC(=O)CCCCCCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,,,
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,,,
*Oc1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(OC(=O)c3cccc(C(F)(F)C(F)(F)C(F)(F)c4cccc(C(*)=O)c4)c3)c2)c1,,175.0,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(CC)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.14,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(F)(F)C(F)(F)C(F)(F)c4cccc(C(*)=O)c4)c3)cc2)cc1,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,246.5,
*Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC(=O)CCCCCCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,,,
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,,230.0,
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,,248.0,
*Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC(=O)CCCCCC(*)=O)c(-c3ccccc3)c2)cc1-c1ccccc1,,,
*Oc1cc(CCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(CCCC)c2)cc1CCCC,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)CC)c2)cc1C(C)CC,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(Cl)c2)cc1Cl,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)C)c2)cc1C(C)C,,,
*Oc1cccc(OC(=O)c2cc(OCCCCC)cc(C(*)=O)c2)c1,,199.0,
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,1.1135,,
*Oc1ccc(C(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,1.376,,
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.4041,,
*Oc1cc(CCCCCCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,
*Oc1cc(CCCCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)c1ccc(C(=O)O*)cc1,,,
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)NC(=O)c5ccccc54)cc3)c2)cc1,,400.0,
*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)NC(=O)c5ccccc54)cc3)cc2)cc1,,400.0,
*c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc(C(C)(C)C)c2)cc1,,343.0,
*c1ccc(OC(=O)c2cc(Cl)cc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c2)cc1,,390.0,
*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,1.008,,
*OC1CCC(OC(=O)CCCCCCCCC(*)=O)CC1,1.136,151.2,
*Oc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC(=O)CCCCCCCCC(*)=O)c(OC)c4)cc3)cc2)cc1OC,,230.0,
*Oc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC(=O)CCCCC(*)=O)c(OC)c4)cc3)cc2)cc1OC,,220.0,
*OC(C)COC(=O)c1ccccc1C(*)=O,,47.5,
*OC(C)COC(=O)CCCCCC(*)=O,,-30.0,
*CCC(=O)OCCOC(=O)CCN1CCN(*)CC1,,93.0,
*OC(C)COC(=O)CCCCCCCCC(*)=O,,20.0,
*OC(C)COC(=O)CCCCCCC(*)=O,,-37.5,
*OC(C)COC(=O)CCC(*)=O,,47.0,
*CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,86.0,
*OC(C)COC(=O)CCCCS(=O)(=O)CCCCC(*)=O,,68.0,
*OC(C)COC(=O)c1ccc(C(*)=O)cc1,,108.5,
*CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,,204.0,
*CCOC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,205.0,
*OC(c1ccco1)C(C)(C)C(*)=O,,180.0,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,275.0,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,227.0,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,199.0,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,269.0,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,222.0,
*Cc1ccc(C(=O)O*)cc1,,180.0,
*CCCCOC(=O)C(OC)C(OC)C(=O)O*,,92.0,
*CCCOC(=O)c1ccc(O*)cc1,,211.0,
*Cc1ccc(COC(=O)C(=O)O*)cc1,,,
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1,,,
*OC(=C(C)C)C(C)(C)C(*)=O,,190.0,
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1-c1ccccc1,,296.0,
*Oc1ccc(-c2ccc(OC(=O)c3ccc4cc(C(*)=O)ccc4c3)c(-c3ccccc3)c2)cc1-c1ccccc1,,382.5,
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(-c3ccccc3)c2)cc1-c1ccccc1,,347.0,
*Oc1ccc(-c2ccc(OC(=O)c3ccc4cc(C(*)=O)ccc4c3)cc2)c(-c2ccccc2)c1,,,
*CCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,,165.0,
*CCCCOC(=O)c1ccc([Si](C)(C)c2ccc(C(=O)O*)cc2)cc1,,,
*CCCCOC(=O)c1ccc(C(C)(C)c2ccc(C(=O)O*)cc2)cc1,,,
*Oc1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,,296.0,
*Oc1ccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,,378.0,
*Oc1cccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)c1,,195.0,
*Oc1cccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)c1,,267.0,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CN(CC(*)=O)c3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,,,
*Oc1ccc(OC(=O)/C=C/c2ccc(/C=C/C(*)=O)cc2)cc1,,,
*Oc1ccc(-c2ccc(OC(=O)/C=C/c3ccc(/C=C/C(*)=O)cc3)cc2)cc1,,,
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,,,
*C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,310.0,
*C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,272.0,
*C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,315.0,
*C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,193.0,
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,281.0,
*C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,198.0,
*C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,236.0,
*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,260.0,
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)OCCCCn3c4ccccc4c4cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c5ccc6c(c5)c5ccccc5n6*)ccc43)cc2)cc1,,,
*CCCCOC(=O)Nc1ccc(-c2ccc(NC(=O)OCCCCn3c4ccccc4c4cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c5ccc6c(c5)c5ccccc5n6*)ccc43)c(C)c2)cc1C,,,
*CCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCn2c3ccccc3c3cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c4ccc5c(c4)c4ccccc4n5*)ccc32)c1,,,
*Oc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4-c4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,,,
*Oc1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccc(-c5ccc(OC(=O)c6ccc(C(*)=O)cc6-c6ccccc6)cc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,,,
*c1ccc(OC(=O)c2cc(Cl)c(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2Cl)cc1,,316.0,
*c1ccc(OC(=O)c2c(Cl)c(Cl)c(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c(Cl)c2Cl)cc1,,400.0,
*c1ccc(OC(=O)c2ccccc2C(=O)Oc2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,,268.0,
*c1cc(Cl)c(OC(=O)c2cccc(C(=O)Oc3c(Cl)cc(C4(*)OC(=O)c5ccccc54)cc3Cl)c2)c(Cl)c1,,300.0,
*c1cc(Br)c(OC(=O)c2cccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)c2)c(Br)c1,,326.0,
*c1cc(I)c(OC(=O)c2cccc(C(=O)Oc3c(I)cc(C4(*)OC(=O)c5ccccc54)cc3I)c2)c(I)c1,,400.0,
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)OC(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c54)cc3)c2)cc1,,360.0,
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3C)c2)c(C)c1,,295.0,
*c1ccc(OC(=O)CCCCC(=O)Oc2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,,240.0,
*c1ccc(OC(=S)Oc2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,,330.0,
*Oc1ccc(C(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)c2ccccc2C(=O)O)cc1,,350.0,
*Oc1ccc(C(C)(CCC(=O)O)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,192.0,
*Oc1c(Cl)cc(C(C)(CCC(=O)O)c2cc(Cl)c(OC(=O)c3cccc(C(*)=O)c3)c(Cl)c2)cc1Cl,,213.0,
*Oc1c(Br)cc(C(C)(CCC(=O)O)c2cc(Br)c(OC(=O)c3cccc(C(*)=O)c3)c(Br)c2)cc1Br,,228.0,
*Oc1ccc(C(C)(CCC(=O)O)c2ccc(OC(=O)c3cccc(C(*)=O)c3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],,168.0,
*Oc1ccc(C(C)(CCC(=O)OCC)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,170.0,
*CCOC(=O)Cc1ccc(-c2ccc(CC(=O)O*)cc2)cc1,,,
*CCOC(=O)c1ccc(CCc2ccc(C(=O)O*)cc2)cc1,,266.0,
*CCOC(=O)c1ccc(C(C)c2ccc(C(=O)O*)cc2)cc1,,,
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,,,
*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,1.19,,
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,,35.0,
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,,70.0,
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,,70.0,
*Oc1ccc(OC(=O)CCCCCCCCC(*)=O)cc1,1.1888,174.5,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(S(=O)(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)C(*)=O)cc2)cc1,,,
*Oc1ccc(C(=O)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,330.0,
*c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,,,
*c1ccc(C(=O)NC2CCC(NC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)CC2)cc1,,,
*OC(C)CCCCC(*)=O,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,,,
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)c5ccccc5C(=O)N4C)cc3)c2)cc1,,395.0,
*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)c5ccccc5C(=O)N4C)cc3)cc2)cc1,,400.0,
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(=O)O*)cc1,,107.0,
*Cc1ccc2nc(-c3cc(-c4nc5ccc(*)cc5c(=O)o4)cc(N4C(=O)c5ccccc5C4=O)c3)oc(=O)c2c1,,,
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)C(=O)Nc5ccccc54)cc3)c2)cc1,,320.0,
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)C(=O)Nc5c(Cl)cc(Cl)cc54)cc3)c2)cc1,,400.0,
*CCC(=O)N*,1.36,340.0,
*CCCCNC(=O)CCCCC(=O)N*,1.231,291.0,
*CCCCCNC(=O)CCCCC(=O)N*,1.14,258.0,
*CCCCCC(=O)N*,1.14,220.5,
*CCCCCCNC(=O)CCCCC(=O)N*,1.1422,262.0,
*CCCCCCNC(=O)CCCCCC(=O)N*,1.135,226.5,
*CCCCCCNC(=O)CCCCCCC(=O)N*,1.143,234.0,
*CCCCCCNC(=O)CCCCCCCC(=O)N*,1.1035,212.6,
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,1.09,222.0,
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.06,217.0,
*CCCCCCC(=O)N*,1.118,223.0,
*CCCCCCCNC(=O)CCCCC(=O)N*,1.1135,246.5,
*CCCCCCCNC(=O)CCCCCC(=O)N*,1.108,208.0,
*CCCCCCCC(=O)N*,1.079,197.0,
*CCCCCCCCNC(=O)CCCCC(=O)N*,,252.0,
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.07255,207.5,
*CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.062,201.0,
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1.021,175.0,
*CCCCCCCCC(=O)N*,1.066,209.0,
*CCCCCCCCCNC(=O)CCCCC(=O)N*,,240.0,
*CCCCCCCCCC(=O)N*,1.0535,181.0,
*CCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.35,192.0,
*CCCCCCCCCCC(=O)N*,1.04,190.0,
*CCCCCCCCCCCC(=O)N*,1.02,178.0,
*OC(=O)c1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2C(=O)OC(=O)c2cccc(C(*)=O)c2)cc1,,291.0,
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.01,169.5,
*CCCCCCCCCCCCC(=O)N*,1.029,183.0,
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.013,158.0,
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,0.998,158.0,
*CCCCCCN(CCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)CCCC,,,
*CC(F)(F)C(F)(F)C(F)(F)CN(CCCC)C(=O)CCCCC(=O)N(*)CCCC,,,
*CCCCCCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)CC,,,
*CC(F)(F)C(F)(F)C(F)(F)CN(CC)C(=O)CCCCC(=O)N(*)CC,,,
*NC1CCC(CC2CCC(NC(=O)CCCCC(*)=O)CC2)CC1,,385.0,
*CCCC1(CCCNC(=O)CCCCC(=O)N*)c2ccccc2-c2ccccc21,,,
*CCCP(CCCNC(=O)CCCCC(=O)N*)CC(C)C,,,
*OC(=O)c1ccc(C(=O)NCNC(=O)c2ccc(C(*)=O)cc2)cc1,,330.0,
*CCCCCCCCCCNC(=O)CCCCC(=O)N*,,237.0,
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.0665,201.0,
*CCCNC(=O)CCCCC(=O)NCCCN(*)C,1.12,,
*Cc1cc(C)c(CNC(=O)CCCCC(=O)N*)cc1C,,283.0,
*CCCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,1.15,,
*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,1.2,,
*CCCP(CCCNC(=O)CCCCC(=O)N*)c1ccccc1,1.16,,
*CCCP(=O)(CCCNC(=O)CCCCC(=O)N*)c1ccccc1,,,
*CCCCCCNC(=O)c1cc(C(=O)N*)cc(C(C)(C)C)c1,,250.0,
*CC1CCC(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)CC1,,316.0,
*Cc1cccc(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)c1,,264.0,
*Cc1ccc(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)cc1,,292.0,
*CC(C)CCC(C)CNC(=O)c1cc(C(=O)N*)cc(C(C)(C)C)c1,,283.0,
*CCC(C)C(C)CCNC(=O)c1cc(C(=O)N*)cc(C(C)(C)C)c1,,273.0,
*CCCC1(CCCNC(=O)c2ccccc2-c2ccccc2C(=O)N*)c2ccccc2-c2ccccc21,,,
*CCCCCCNC(=O)Cc1ccc(C(=O)N*)cc1,,227.0,
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,1.05,280.0,
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCC(*)=O)CC2)CC1,,310.0,
*OC(=O)c1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2C(=O)OC(=O)c2ccc(C(*)=O)cc2)cc1,,312.0,
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,1.077,258.0,
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*)cc1,1.055,248.0,
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,1.091,267.0,
*CCc1ccc(CCNC(=O)CCCCCCCCCC(=O)N*)cc1,1.108,275.0,
*CCc1ccc(CCNC(=O)CCCCCCCCC(=O)N*)cc1,1.139,300.0,
*CCCC(C)(C)CNC(=O)CCCC(=O)N*,,,
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.52,,
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,,205.0,
*CCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,215.0,
*CC1CCC(CNC(=O)c2cccc(C(=O)N*)c2)CC1,,310.0,
*CCCC1(CCCNC(=O)c2cccc(C(=O)N*)c2)c2ccccc2-c2ccccc21,,,
*Cc1cccc(CNC(=O)c2cccc(C(=O)N*)c2)c1,,,
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,,,
*CCCC(C)(C)CNC(=O)c1cccc(C(=O)N*)c1,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.28,416.0,
*CCCCCCCCCCNC(=O)/C=C(\C)C(=O)N*,,166.0,
*CCCCCCNC(=O)/C=C(\C)C(=O)N*,,,
*Cc1cccc(CNC(=O)/C=C(\C)C(=O)N*)c1,,,
*CCCCCCNC(=O)CCC(C)CC(=O)N*,1.094,230.0,
*CC1CC(CNC(=O)c2cccc(C(=O)N*)c2)CC(C(C)(C)C)C1,,,
*Cc1cc(CNC(=O)CCCCC(=O)N*)cc(C(C)(C)C)c1,,193.0,
*Cc1cc(CNC(=O)c2cccc(C(=O)N*)c2)cc(C(C)(C)C)c1,,281.0,
*CC1CCCC(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)C1,,300.0,
*CC1CCCC(CNC(=O)c2cccc(C(=O)N*)c2)C1,,,
*CCCC1(CCCNC(=O)CCCCCCCCC(=O)N*)c2ccccc2-c2ccccc21,,,
*CCCCCCNC(=O)c1ccccc1-c1ccccc1C(=O)N*,,,
*CCCCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,,,
*CCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,,,
*CCCCCNC(=O)Cc1ccc(C(=O)N*)cc1,,216.0,
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,,221.0,
*CCCNC(=O)Cc1ccc(C(=O)N*)cc1,,281.0,
*CCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.152,280.0,
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,,,
*CCCCCCNC(=O)CCP(=S)(CCC(=O)N*)c1ccccc1,,,
*CCCCCCNC(=O)CCP(=O)(CCC(=O)N*)c1ccccc1,,60.0,
*CCCCCNC(=O)c1ccc(C(=O)N*)cc1,,353.5,
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,1.08,,
*NC1CC(C)(C)CC(C)(CNC(=O)c2ccc(C(*)=O)cc2)C1,,,
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,1.22,236.0,
*Cc1cccc(CNC(=O)c2ccccc2-c2ccccc2C(=O)N*)c1,,,
*Cc1ccc(CNC(=O)CC(C)(C)CC(C)C(=O)N*)cc1,,,
*Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N*)cc1,1.129,270.0,
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCC(=O)N*)cc1,1.075,242.0,
*Cc1cccc(CNC(=O)CCC2(CCC(=O)N*)c3ccccc3-c3ccccc32)c1,,,
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,1.09,241.0,
*Cc1ccc(CNC(=O)CCCCCCCCC(=O)N*)cc1,1.1605,295.5,
*Cc1ccc(CNC(=O)CCCCCCCCCCCC(=O)N*)cc1,1.108,247.0,
*Cc1ccc(CNC(=O)CCCCCCCCCC(=O)N*)cc1,1.13,264.0,
*NC(C)(C)CC(*)=O,1.11,296.0,
*CCCC(C)(C)CNC(=O)CCCCC(=O)N*,,,
*CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N*,,,
*CCCC(C)(C)CNC(=O)CCCCCCCC(=O)N*,,,
*CCCC(C)(C)CNC(=O)CCCCCC(=O)N*,,,
*CCCC(C)(C)CNC(=O)c1ccc(C(=O)N*)cc1,,,
*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,1.34,,
*Nc1cccc2c(NC(=O)c3ccc(C(*)=O)cc3)cccc12,1.38,,
*CCCC(C)(C)CNC(=O)C(=O)N*,,,
*CCCCCCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.036,225.0,
